ID,duration,mix_wav,mix_wav_format,mix_wav_opts,s1_wav,s1_wav_format,s1_wav_opts,s2_wav,s2_wav_format,s2_wav_opts,noise_wav,noise_wav_format,noise_wav_opts
39,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/3830-12530-0003_8629-261139-0019.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/3830-12530-0003_8629-261139-0019.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/3830-12530-0003_8629-261139-0019.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/3830-12530-0003_8629-261139-0019.wav,wav,
40,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/3830-12531-0004_1743-142912-0027.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/3830-12531-0004_1743-142912-0027.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/3830-12531-0004_1743-142912-0027.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/3830-12531-0004_1743-142912-0027.wav,wav,
41,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/3857-182315-0029_3436-172171-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/3857-182315-0029_3436-172171-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/3857-182315-0029_3436-172171-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/3857-182315-0029_3436-172171-0022.wav,wav,
42,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/3879-174923-0051_730-358-0039.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/3879-174923-0051_730-358-0039.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/3879-174923-0051_730-358-0039.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/3879-174923-0051_730-358-0039.wav,wav,
43,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/39-121916-0007_8419-286667-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/39-121916-0007_8419-286667-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/39-121916-0007_8419-286667-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/39-121916-0007_8419-286667-0028.wav,wav,
44,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/3982-178459-0044_2952-408-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/3982-178459-0044_2952-408-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/3982-178459-0044_2952-408-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/3982-178459-0044_2952-408-0022.wav,wav,
45,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/403-126855-0014_254-127705-0015.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/403-126855-0014_254-127705-0015.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/403-126855-0014_254-127705-0015.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/403-126855-0014_254-127705-0015.wav,wav,
46,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4088-158077-0020_3607-135982-0002.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4088-158077-0020_3607-135982-0002.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4088-158077-0020_3607-135982-0002.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4088-158077-0020_3607-135982-0002.wav,wav,
47,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4137-11702-0030_1116-137572-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4137-11702-0030_1116-137572-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4137-11702-0030_1116-137572-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4137-11702-0030_1116-137572-0032.wav,wav,
48,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4137-11702-0056_8747-293952-0057.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4137-11702-0056_8747-293952-0057.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4137-11702-0056_8747-293952-0057.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4137-11702-0056_8747-293952-0057.wav,wav,
49,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4195-17507-0025_587-41619-0011.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4195-17507-0025_587-41619-0011.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4195-17507-0025_587-41619-0011.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4195-17507-0025_587-41619-0011.wav,wav,
50,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4214-7146-0020_8088-284756-0063.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4214-7146-0020_8088-284756-0063.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4214-7146-0020_8088-284756-0063.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4214-7146-0020_8088-284756-0063.wav,wav,
51,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4397-15666-0008_2002-139469-0075.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4397-15666-0008_2002-139469-0075.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4397-15666-0008_2002-139469-0075.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4397-15666-0008_2002-139469-0075.wav,wav,
52,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4481-17499-0041_730-358-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4481-17499-0041_730-358-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4481-17499-0041_730-358-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4481-17499-0041_730-358-0005.wav,wav,
53,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/458-126305-0011_3526-175658-0020.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/458-126305-0011_3526-175658-0020.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/458-126305-0011_3526-175658-0020.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/458-126305-0011_3526-175658-0020.wav,wav,
54,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/460-172359-0076_201-127786-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/460-172359-0076_201-127786-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/460-172359-0076_201-127786-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/460-172359-0076_201-127786-0016.wav,wav,
55,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4640-19189-0042_5688-15787-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4640-19189-0042_5688-15787-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4640-19189-0042_5688-15787-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4640-19189-0042_5688-15787-0016.wav,wav,
56,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4788-91208-0002_669-129061-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4788-91208-0002_669-129061-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4788-91208-0002_669-129061-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4788-91208-0002_669-129061-0009.wav,wav,
57,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5049-25947-0104_7148-7763-0031.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5049-25947-0104_7148-7763-0031.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5049-25947-0104_7148-7763-0031.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5049-25947-0104_7148-7763-0031.wav,wav,
58,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5163-18515-0011_3440-171006-0012.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5163-18515-0011_3440-171006-0012.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5163-18515-0011_3440-171006-0012.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5163-18515-0011_3440-171006-0012.wav,wav,
59,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5322-7680-0003_1088-134315-0025.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5322-7680-0003_1088-134315-0025.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5322-7680-0003_1088-134315-0025.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5322-7680-0003_1088-134315-0025.wav,wav,
60,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5393-19218-0000_198-126831-0007.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5393-19218-0000_198-126831-0007.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5393-19218-0000_198-126831-0007.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5393-19218-0000_198-126831-0007.wav,wav,
61,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5678-43302-0034_5688-41232-0030.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5678-43302-0034_5688-41232-0030.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5678-43302-0034_5688-41232-0030.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5678-43302-0034_5688-41232-0030.wav,wav,
62,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5703-47198-0006_2952-410-0018.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5703-47198-0006_2952-410-0018.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5703-47198-0006_2952-410-0018.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5703-47198-0006_2952-410-0018.wav,wav,
63,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5789-57158-0024_5393-19219-0017.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5789-57158-0024_5393-19219-0017.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5789-57158-0024_5393-19219-0017.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5789-57158-0024_5393-19219-0017.wav,wav,
64,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5789-57195-0025_83-3054-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5789-57195-0025_83-3054-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5789-57195-0025_83-3054-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5789-57195-0025_83-3054-0014.wav,wav,
65,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5789-70653-0008_6848-252322-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5789-70653-0008_6848-252322-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5789-70653-0008_6848-252322-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5789-70653-0008_6848-252322-0014.wav,wav,
66,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5808-48608-0016_8088-284756-0096.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5808-48608-0016_8088-284756-0096.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5808-48608-0016_8088-284756-0096.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5808-48608-0016_8088-284756-0096.wav,wav,
67,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/60-121082-0043_118-47824-0015.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/60-121082-0043_118-47824-0015.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/60-121082-0043_118-47824-0015.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/60-121082-0043_118-47824-0015.wav,wav,
68,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6019-3185-0019_2136-5140-0001.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6019-3185-0019_2136-5140-0001.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6019-3185-0019_2136-5140-0001.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6019-3185-0019_2136-5140-0001.wav,wav,
69,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6064-300880-0023_6272-70191-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6064-300880-0023_6272-70191-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6064-300880-0023_6272-70191-0022.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6064-300880-0023_6272-70191-0022.wav,wav,
70,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6081-41998-0031_2817-142380-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6081-41998-0031_2817-142380-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6081-41998-0031_2817-142380-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6081-41998-0031_2817-142380-0005.wav,wav,
71,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6181-216552-0058_8609-283227-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6181-216552-0058_8609-283227-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6181-216552-0058_8609-283227-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6181-216552-0058_8609-283227-0032.wav,wav,
72,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6367-74004-0027_5750-100289-0045.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6367-74004-0027_5750-100289-0045.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6367-74004-0027_5750-100289-0045.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6367-74004-0027_5750-100289-0045.wav,wav,
73,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6529-62554-0029_7078-271888-0058.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6529-62554-0029_7078-271888-0058.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6529-62554-0029_7078-271888-0058.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6529-62554-0029_7078-271888-0058.wav,wav,
74,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6818-76332-0000_5456-62014-0008.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6818-76332-0000_5456-62014-0008.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6818-76332-0000_5456-62014-0008.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6818-76332-0000_5456-62014-0008.wav,wav,
75,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6818-76332-0041_7402-59171-0030.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6818-76332-0041_7402-59171-0030.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6818-76332-0041_7402-59171-0030.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6818-76332-0041_7402-59171-0030.wav,wav,
76,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6836-61803-0019_5393-19219-0046.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6836-61803-0019_5393-19219-0046.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6836-61803-0019_5393-19219-0046.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6836-61803-0019_5393-19219-0046.wav,wav,
77,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7059-77897-0026_6064-56165-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7059-77897-0026_6064-56165-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7059-77897-0026_6064-56165-0016.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7059-77897-0026_6064-56165-0016.wav,wav,
78,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7078-271888-0101_6848-76049-0010.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7078-271888-0101_6848-76049-0010.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7078-271888-0101_6848-76049-0010.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7078-271888-0101_6848-76049-0010.wav,wav,
