ID,duration,mix_wav,mix_wav_format,mix_wav_opts,s1_wav,s1_wav_format,s1_wav_opts,s2_wav,s2_wav_format,s2_wav_opts,noise_wav,noise_wav_format,noise_wav_opts
52,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4267-287369-0010_8468-294887-0039.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4267-287369-0010_8468-294887-0039.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4267-287369-0010_8468-294887-0039.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4267-287369-0010_8468-294887-0039.wav,wav,
53,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4406-16882-0017_6531-61334-0020.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4406-16882-0017_6531-61334-0020.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4406-16882-0017_6531-61334-0020.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4406-16882-0017_6531-61334-0020.wav,wav,
54,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4406-16883-0043_2952-410-0041.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4406-16883-0043_2952-410-0041.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4406-16883-0043_2952-410-0041.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4406-16883-0043_2952-410-0041.wav,wav,
55,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/446-123502-0008_8063-274112-0032.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/446-123502-0008_8063-274112-0032.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/446-123502-0008_8063-274112-0032.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/446-123502-0008_8063-274112-0032.wav,wav,
56,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/481-123720-0020_211-122425-0026.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/481-123720-0020_211-122425-0026.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/481-123720-0020_211-122425-0026.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/481-123720-0020_211-122425-0026.wav,wav,
57,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/481-123720-0063_3723-171115-0036.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/481-123720-0063_3723-171115-0036.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/481-123720-0063_3723-171115-0036.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/481-123720-0063_3723-171115-0036.wav,wav,
58,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4813-248638-0004_2384-152900-0048.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4813-248638-0004_2384-152900-0048.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4813-248638-0004_2384-152900-0048.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4813-248638-0004_2384-152900-0048.wav,wav,
59,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/4830-25904-0026_5339-14134-0038.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/4830-25904-0026_5339-14134-0038.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/4830-25904-0026_5339-14134-0038.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/4830-25904-0026_5339-14134-0038.wav,wav,
60,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5163-39921-0049_1098-133695-0021.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5163-39921-0049_1098-133695-0021.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5163-39921-0049_1098-133695-0021.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5163-39921-0049_1098-133695-0021.wav,wav,
61,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5339-14134-0029_4195-186237-0007.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5339-14134-0029_4195-186237-0007.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5339-14134-0029_4195-186237-0007.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5339-14134-0029_4195-186237-0007.wav,wav,
62,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5390-24512-0004_2893-139310-0039.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5390-24512-0004_2893-139310-0039.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5390-24512-0004_2893-139310-0039.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5390-24512-0004_2893-139310-0039.wav,wav,
63,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5393-19219-0036_250-142286-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5393-19219-0036_250-142286-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5393-19219-0036_250-142286-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5393-19219-0036_250-142286-0027.wav,wav,
64,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5463-39174-0024_458-126294-0013.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5463-39174-0024_458-126294-0013.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5463-39174-0024_458-126294-0013.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5463-39174-0024_458-126294-0013.wav,wav,
65,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5514-19193-0030_3436-172171-0013.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5514-19193-0030_3436-172171-0013.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5514-19193-0030_3436-172171-0013.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5514-19193-0030_3436-172171-0013.wav,wav,
66,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5652-39938-0015_625-132118-0016.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5652-39938-0015_625-132118-0016.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5652-39938-0015_625-132118-0016.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5652-39938-0015_625-132118-0016.wav,wav,
67,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5688-41232-0041_118-121721-0006.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5688-41232-0041_118-121721-0006.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5688-41232-0041_118-121721-0006.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5688-41232-0041_118-121721-0006.wav,wav,
68,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5703-47198-0047_4362-15663-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5703-47198-0047_4362-15663-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5703-47198-0047_4362-15663-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5703-47198-0047_4362-15663-0027.wav,wav,
69,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5703-47212-0021_2952-410-0026.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5703-47212-0021_2952-410-0026.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5703-47212-0021_2952-410-0026.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5703-47212-0021_2952-410-0026.wav,wav,
70,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/5808-48608-0017_60-121082-0022.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/5808-48608-0017_60-121082-0022.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/5808-48608-0017_60-121082-0022.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/5808-48608-0017_60-121082-0022.wav,wav,
71,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/587-41619-0028_1034-121119-0032.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/587-41619-0028_1034-121119-0032.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/587-41619-0028_1034-121119-0032.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/587-41619-0028_1034-121119-0032.wav,wav,
72,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6064-56168-0023_2289-152258-0002.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6064-56168-0023_2289-152258-0002.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6064-56168-0023_2289-152258-0002.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6064-56168-0023_2289-152258-0002.wav,wav,
73,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6209-34599-0009_412-126975-0084.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6209-34599-0009_412-126975-0084.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6209-34599-0009_412-126975-0084.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6209-34599-0009_412-126975-0084.wav,wav,
74,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6367-74004-0027_5750-100289-0045.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6367-74004-0027_5750-100289-0045.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6367-74004-0027_5750-100289-0045.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6367-74004-0027_5750-100289-0045.wav,wav,
75,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6529-62554-0056_6367-65536-0044.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6529-62554-0056_6367-65536-0044.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6529-62554-0056_6367-65536-0044.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6529-62554-0056_6367-65536-0044.wav,wav,
76,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6563-285357-0028_4267-78186-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6563-285357-0028_4267-78186-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6563-285357-0028_4267-78186-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6563-285357-0028_4267-78186-0037.wav,wav,
77,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6563-63821-0016_5652-39938-0052.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6563-63821-0016_5652-39938-0052.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6563-63821-0016_5652-39938-0052.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6563-63821-0016_5652-39938-0052.wav,wav,
78,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/669-129074-0031_5561-39621-0009.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/669-129074-0031_5561-39621-0009.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/669-129074-0031_5561-39621-0009.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/669-129074-0031_5561-39621-0009.wav,wav,
79,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6848-76049-0000_211-122425-0044.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6848-76049-0000_211-122425-0044.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6848-76049-0000_211-122425-0044.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6848-76049-0000_211-122425-0044.wav,wav,
80,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/6925-80680-0084_1867-154071-0018.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/6925-80680-0084_1867-154071-0018.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/6925-80680-0084_1867-154071-0018.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/6925-80680-0084_1867-154071-0018.wav,wav,
81,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7178-34644-0008_5514-19192-0046.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7178-34644-0008_5514-19192-0046.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7178-34644-0008_5514-19192-0046.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7178-34644-0008_5514-19192-0046.wav,wav,
82,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7178-34644-0036_6019-3185-0083.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7178-34644-0036_6019-3185-0083.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7178-34644-0036_6019-3185-0083.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7178-34644-0036_6019-3185-0083.wav,wav,
83,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/730-358-0053_5022-29411-0052.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/730-358-0053_5022-29411-0052.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/730-358-0053_5022-29411-0052.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/730-358-0053_5022-29411-0052.wav,wav,
84,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7367-86737-0036_6209-34599-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7367-86737-0036_6209-34599-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7367-86737-0036_6209-34599-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7367-86737-0036_6209-34599-0037.wav,wav,
85,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7447-91187-0046_839-130898-0081.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7447-91187-0046_839-130898-0081.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7447-91187-0046_839-130898-0081.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7447-91187-0046_839-130898-0081.wav,wav,
86,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7505-258958-0033_2518-154826-0042.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7505-258958-0033_2518-154826-0042.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7505-258958-0033_2518-154826-0042.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7505-258958-0033_2518-154826-0042.wav,wav,
87,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7517-100429-0002_2416-152139-0063.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7517-100429-0002_2416-152139-0063.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7517-100429-0002_2416-152139-0063.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7517-100429-0002_2416-152139-0063.wav,wav,
88,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8014-112602-0033_4830-25898-0022.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8014-112602-0033_4830-25898-0022.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8014-112602-0033_4830-25898-0022.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8014-112602-0033_4830-25898-0022.wav,wav,
89,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8051-119902-0014_4898-28461-0058.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8051-119902-0014_4898-28461-0058.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8051-119902-0014_4898-28461-0058.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8051-119902-0014_4898-28461-0058.wav,wav,
90,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8095-274346-0044_332-128985-0025.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8095-274346-0044_332-128985-0025.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8095-274346-0044_332-128985-0025.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8095-274346-0044_332-128985-0025.wav,wav,
91,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8108-274318-0048_5652-19215-0030.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8108-274318-0048_5652-19215-0030.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8108-274318-0048_5652-19215-0030.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8108-274318-0048_5652-19215-0030.wav,wav,
92,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8123-275193-0003_5339-14134-0058.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8123-275193-0003_5339-14134-0058.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8123-275193-0003_5339-14134-0058.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8123-275193-0003_5339-14134-0058.wav,wav,
93,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8226-274369-0048_211-122425-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8226-274369-0048_211-122425-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8226-274369-0048_211-122425-0037.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8226-274369-0048_211-122425-0037.wav,wav,
94,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8312-279791-0033_587-41611-0014.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8312-279791-0033_587-41611-0014.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8312-279791-0033_587-41611-0014.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8312-279791-0033_587-41611-0014.wav,wav,
95,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8465-246947-0021_125-121342-0036.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8465-246947-0021_125-121342-0036.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8465-246947-0021_125-121342-0036.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8465-246947-0021_125-121342-0036.wav,wav,
96,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8580-287364-0041_3664-11714-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8580-287364-0041_3664-11714-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8580-287364-0041_3664-11714-0027.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8580-287364-0041_3664-11714-0027.wav,wav,
97,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8797-294123-0043_196-122159-0010.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8797-294123-0043_196-122159-0010.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8797-294123-0043_196-122159-0010.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8797-294123-0043_196-122159-0010.wav,wav,
98,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/89-218-0006_2952-408-0009.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/89-218-0006_2952-408-0009.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/89-218-0006_2952-408-0009.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/89-218-0006_2952-408-0009.wav,wav,
99,1.0,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8975-270782-0102_6880-216547-0081.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8975-270782-0102_6880-216547-0081.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8975-270782-0102_6880-216547-0081.wav,wav,,../../../data/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8975-270782-0102_6880-216547-0081.wav,wav,
